run,type,time,cluster,distance.mean,distance.sd,distance.q0,distance.q1,distance.q2,distance.q3,distance.q4,count
1,skm,6.426000,2,0.514339,0.110433,0.324586,0.423305,0.477638,0.567319,0.813633,937
1,skm,6.426000,3,0.486649,0.062317,0.337866,0.438569,0.478305,0.528919,0.687202,780
1,skm,6.426000,4,0.555855,0.043755,0.326695,0.529238,0.554285,0.584784,0.729222,544
1,skm,6.426000,5,0.545364,0.068232,0.375318,0.492605,0.532877,0.590791,0.812985,762
1,skm,6.426000,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,7,0.562296,0.065481,0.393739,0.511350,0.554385,0.607160,0.754653,899
1,skm,6.426000,8,0.342243,0.342243,0.000000,0.171122,0.342243,0.513365,0.684486,2
1,skm,6.426000,9,0.593199,0.053055,0.437177,0.553803,0.590957,0.630863,0.792650,736
1,skm,6.426000,10,0.591555,0.175930,0.000000,0.607173,0.626570,0.657447,0.725804,13
1,skm,6.426000,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,12,0.647416,0.104112,0.457885,0.564944,0.627768,0.704737,0.967540,1022
1,skm,6.426000,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,14,0.671928,0.054893,0.524246,0.631118,0.669923,0.708271,0.830461,629
1,skm,6.426000,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,16,0.704779,0.084979,0.496864,0.641205,0.689984,0.754997,0.949121,838
1,skm,6.426000,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,19,0.734593,0.076774,0.525937,0.678037,0.727598,0.786069,0.953077,766
1,skm,6.426000,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,21,0.735102,0.063380,0.593415,0.684027,0.724762,0.772742,0.933064,574
1,skm,6.426000,22,0.415000,0.415000,0.000000,0.207500,0.415000,0.622500,0.830000,2
1,skm,6.426000,23,0.381398,0.381398,0.000000,0.190699,0.381398,0.572096,0.762795,2
1,skm,6.426000,24,0.745715,0.072333,0.565145,0.691940,0.735120,0.786707,1.107445,629
1,skm,6.426000,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,26,0.790017,0.072363,0.580142,0.736724,0.788956,0.832356,1.124819,552
1,skm,6.426000,27,0.790018,0.065937,0.609557,0.742278,0.785967,0.835525,0.997831,518
1,skm,6.426000,28,0.878951,0.111114,0.649847,0.794255,0.860067,0.945234,1.179792,545
1,skm,6.426000,29,0.923388,0.350517,0.000000,1.024054,1.046870,1.080596,1.101188,8
1,skm,6.426000,30,0.907365,0.114412,0.640197,0.813375,0.889267,0.987765,1.184286,540
1,skm,6.426000,31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,32,0.930605,0.090457,0.706806,0.867959,0.921573,0.987714,1.201566,421
1,skm,6.426000,33,0.958591,0.095933,0.744207,0.880063,0.939618,1.016633,1.374503,342
1,skm,6.426000,34,0.979650,0.081938,0.773105,0.911694,0.967089,1.031269,1.236307,271
1,skm,6.426000,35,0.992745,0.116277,0.732944,0.909395,0.977977,1.077191,1.317081,336
1,skm,6.426000,36,1.046596,0.105550,0.738739,0.971064,1.032127,1.126501,1.316318,276
1,skm,6.426000,37,1.043605,0.128257,0.751785,0.936316,1.015535,1.101226,1.485200,244
1,skm,6.426000,38,1.332214,0.201344,0.000000,1.281317,1.370635,1.423614,1.758034,67
1,skm,6.426000,39,1.204759,0.205144,0.825697,1.065288,1.169279,1.331858,1.775270,296
1,skm,6.426000,40,1.343699,0.219586,0.864872,1.144867,1.311032,1.482501,1.832691,310
1,skm,6.426000,41,1.263229,0.214800,0.890046,1.068080,1.220657,1.399382,1.859173,213
1,skm,6.426000,42,1.277911,0.143826,0.967656,1.161991,1.254724,1.375628,1.570324,140
1,skm,6.426000,43,1.293860,0.122534,0.997701,1.199418,1.271353,1.376779,1.586132,125
1,skm,6.426000,44,1.382475,0.165659,1.026626,1.253251,1.341195,1.476254,1.824534,107
1,skm,6.426000,45,1.345263,0.168376,1.008890,1.206926,1.322967,1.468333,1.789055,112
1,skm,6.426000,46,0.549277,0.549277,0.000000,0.274638,0.549277,0.823915,1.098554,2
1,skm,6.426000,47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,48,1.377163,0.129529,1.061173,1.308935,1.369868,1.450732,1.678753,68
1,skm,6.426000,49,1.419773,0.158544,1.035325,1.316303,1.412631,1.519342,1.789892,79
1,skm,6.426000,50,1.500874,0.152674,1.148198,1.419124,1.504310,1.624307,1.931883,58
1,skm,6.426000,51,1.517614,0.171617,1.065199,1.444597,1.546931,1.624477,1.844235,46
1,skm,6.426000,52,1.844708,0.498938,1.111599,1.468454,1.641876,2.240123,2.948606,74
1,skm,6.426000,53,2.184901,0.541976,0.000000,2.060470,2.314600,2.410554,2.881572,23
1,skm,6.426000,54,1.661384,0.282044,1.229377,1.444421,1.610542,1.793353,2.433457,60
1,skm,6.426000,55,1.990097,0.596306,0.000000,1.988392,2.111194,2.312555,2.385623,13
1,skm,6.426000,56,1.588961,0.236494,1.253294,1.425557,1.523935,1.736213,2.322400,53
1,skm,6.426000,57,1.830407,0.272760,1.155434,1.653321,1.811688,2.056077,2.263961,40
1,skm,6.426000,58,1.269896,0.908719,0.000000,0.867014,1.734029,1.904844,2.075660,3
1,skm,6.426000,59,1.768317,0.220825,1.369764,1.548338,1.773667,1.961433,2.238990,32
1,skm,6.426000,60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,61,1.936208,0.318049,1.011360,1.835275,1.944583,2.147021,2.459773,26
1,skm,6.426000,62,1.773579,0.733489,0.000000,1.936698,2.060215,2.124695,2.232052,7
1,skm,6.426000,63,1.946833,0.364916,1.288837,1.650268,1.934265,2.194371,2.748134,31
1,skm,6.426000,64,2.079393,0.355844,1.564196,1.767521,2.001552,2.370205,2.972263,47
1,skm,6.426000,65,2.121749,0.449586,1.441344,1.772975,2.028939,2.412885,2.886175,24
1,skm,6.426000,66,1.794931,0.903758,0.000000,2.109198,2.200101,2.230589,2.434769,5
1,skm,6.426000,67,1.087509,1.087509,0.000000,0.543754,1.087509,1.631263,2.175018,2
1,skm,6.426000,68,1.556031,1.105037,0.000000,1.104300,2.208599,2.334046,2.459493,3
1,skm,6.426000,69,1.740965,1.011007,0.000000,1.643058,2.236568,2.334475,2.490722,4
1,skm,6.426000,70,2.031954,0.604620,0.000000,1.991808,2.213710,2.301676,2.406420,13
1,skm,6.426000,71,1.950080,0.307967,1.484077,1.719054,1.928826,2.156469,2.577893,17
1,skm,6.426000,72,1.909129,0.232936,1.352174,1.755164,1.897521,2.089109,2.332684,20
1,skm,6.426000,73,2.230385,0.371692,1.612475,1.950123,2.276681,2.470441,3.009799,20
1,skm,6.426000,74,1.891108,0.958457,0.000000,2.152864,2.286830,2.383665,2.632180,5
1,skm,6.426000,75,2.695592,0.875711,1.594847,1.994234,2.337246,3.327857,4.298629,20
1,skm,6.426000,76,2.692780,0.727930,1.639866,2.033594,2.730654,3.364989,4.018896,21
1,skm,6.426000,77,2.522781,0.916719,0.093575,2.624038,2.737480,3.014409,3.359064,17
1,skm,6.426000,78,2.362745,0.345992,1.917592,2.090620,2.301053,2.553186,3.175718,16
1,skm,6.426000,79,2.776151,1.143920,0.000000,3.044831,3.236380,3.317400,3.472217,7
1,skm,6.426000,80,3.458247,1.314684,1.886200,2.223289,3.311791,4.098267,6.415264,19
1,skm,6.426000,81,3.290683,1.119142,1.776416,2.526636,2.997401,3.800394,6.695942,17
1,skm,6.426000,82,2.895609,1.212623,0.000000,3.040704,3.313011,3.517147,3.840549,7
1,skm,6.426000,83,3.002440,0.856959,2.108825,2.384159,2.787744,3.195202,4.960442,12
1,skm,6.426000,84,3.607812,1.060808,2.167884,2.570334,3.695060,4.421306,5.044055,10
1,skm,6.426000,85,3.109289,0.912101,2.239829,2.594501,2.789778,3.130878,5.422441,13
1,skm,6.426000,86,2.869878,0.515041,2.325949,2.499530,2.620325,3.168351,3.996460,11
1,skm,6.426000,87,1.417963,1.417963,0.000000,0.708982,1.417963,2.126945,2.835926,2
1,skm,6.426000,88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,89,3.530119,0.926087,2.355718,2.556804,3.714724,4.198292,4.960421,8
1,skm,6.426000,90,1.911487,1.911487,0.000000,0.955744,1.911487,2.867231,3.822974,2
1,skm,6.426000,91,2.109810,2.109810,0.000000,1.054905,2.109810,3.164715,4.219621,2
1,skm,6.426000,92,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,94,3.563514,0.785372,2.666699,2.971450,3.189557,4.337284,4.846970,8
1,skm,6.426000,95,4.124821,0.755424,2.852858,3.736206,4.322180,4.798499,4.853727,8
1,skm,6.426000,96,4.008220,0.505359,3.440730,3.554613,3.972472,4.426079,4.647206,4
1,skm,6.426000,97,2.942790,0.470565,2.586074,2.690820,2.690897,2.881819,3.864340,5
1,skm,6.426000,98,4.976142,1.523684,3.081737,3.608294,4.641240,5.474058,7.526360,9
1,skm,6.426000,99,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,100,3.225462,0.681415,2.472330,2.605582,3.131617,3.581052,4.336731,5
1,skm,6.426000,101,2.969998,0.000000,2.969998,2.969998,2.969998,2.969998,2.969998,2
1,skm,6.426000,102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,103,2.673671,0.000000,2.673671,2.673671,2.673671,2.673671,2.673671,2
1,skm,6.426000,104,2.788626,0.000000,2.788626,2.788626,2.788626,2.788626,2.788626,2
1,skm,6.426000,105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,107,3.268011,0.423430,2.677550,3.077218,3.476886,3.563241,3.649596,3
1,skm,6.426000,108,4.540120,1.199564,3.240813,3.606897,4.339811,4.852055,6.661026,5
1,skm,6.426000,109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,111,3.218047,0.000000,3.218047,3.218047,3.218047,3.218047,3.218047,2
1,skm,6.426000,112,4.360831,0.000000,4.360831,4.360831,4.360831,4.360831,4.360831,2
1,skm,6.426000,113,4.471241,0.956447,3.492941,3.808373,3.844174,5.279912,5.930804,5
1,skm,6.426000,114,3.742600,0.255521,3.463049,3.573560,3.684071,3.882376,4.080680,3
1,skm,6.426000,115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,116,3.463499,0.328498,3.101579,3.246897,3.392215,3.644459,3.896703,3
1,skm,6.426000,117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,118,4.461711,0.421637,3.878526,4.262090,4.645653,4.753303,4.860952,3
1,skm,6.426000,119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,123,3.029471,0.000000,3.029471,3.029471,3.029471,3.029471,3.029471,2
1,skm,6.426000,124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,128,4.509648,0.000000,4.509648,4.509648,4.509648,4.509648,4.509648,2
1,skm,6.426000,129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,132,1.323053,0.000000,1.323053,1.323053,1.323053,1.323053,1.323053,2
1,skm,6.426000,133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,134,0.334776,0.000000,0.334776,0.334776,0.334776,0.334776,0.334776,2
1,skm,6.426000,135,0.094590,0.000000,0.094590,0.094590,0.094590,0.094590,0.094590,2
1,skm,6.426000,136,2.217095,0.000000,2.217095,2.217095,2.217095,2.217095,2.217095,2
1,skm,6.426000,137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,skm,6.426000,138,0.828326,0.064941,0.629918,0.783660,0.831126,0.866462,1.103131,366
1,skm,6.426000,139,0.668412,0.100080,0.477469,0.594016,0.647911,0.722361,0.974043,1002
1,bskm,6.533000,0,15.996053,8.387520,4.395845,9.929089,14.611157,21.970728,29.380570,14
1,bskm,6.533000,1,2.208480,1.247651,0.338086,1.130480,2.142523,3.238191,5.898463,7517
1,bskm,6.533000,2,6.634275,3.815799,1.630074,3.773186,5.878287,9.366387,15.570779,77
1,bskm,6.533000,3,9.664505,2.453986,4.938346,10.000924,10.546098,10.814538,12.022620,5
1,bskm,6.533000,4,15.297520,8.407919,3.565182,7.458035,15.001540,22.554175,29.124391,23
1,bskm,6.533000,5,5.885506,5.642696,0.529731,2.042303,3.964815,7.624613,24.517813,9854
1,bskm,6.533000,6,13.264887,7.257660,3.278285,5.882144,16.089743,20.305407,22.443242,13
1,bskm,6.533000,7,16.336140,7.054050,4.726268,14.078610,15.060993,20.899086,31.452848,14
1,bskm,6.533000,8,15.843868,1.513019,13.709633,15.280917,15.838654,16.401606,17.988533,4
1,bskm,6.533000,9,12.864756,6.568100,2.552763,7.259987,12.866737,19.006411,25.130938,46
1,bskm,6.533000,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,bskm,6.533000,11,4.531627,2.312979,1.668131,2.705135,3.828258,5.934869,10.128189,78
1,bskm,6.533000,12,17.803597,9.980537,5.031191,9.211699,15.734560,28.018003,32.662428,10
1,bskm,6.533000,13,2.275296,0.870566,1.209300,1.654644,1.977350,2.653625,4.392775,62
1,bskm,6.533000,14,3.351087,1.274732,1.410312,2.261053,3.152922,4.095803,6.558184,71
1,bskm,6.533000,15,13.167368,7.530290,4.721732,6.622392,12.322542,18.867518,23.302654,4
1,bskm,6.533000,16,19.243351,5.578057,8.935381,19.400723,19.841620,22.732429,25.306600,5
1,bskm,6.533000,17,9.870635,5.710028,1.833807,5.569162,8.796253,13.543934,21.796070,54
1,bskm,6.533000,18,15.137860,6.948947,1.252143,10.505219,16.602615,21.234717,24.468968,866
1,bskm,6.533000,19,2.994751,0.886617,1.299302,2.198078,3.030670,3.800982,4.623559,110
2,km,143.402000,0,0.726410,0.253378,0.315011,0.491025,0.691890,0.937294,1.290069,2022
2,km,143.402000,1,0.717458,0.127593,0.468497,0.611358,0.695441,0.808189,1.050038,1354
2,km,143.402000,2,0.725328,0.197518,0.392930,0.546211,0.690132,0.882144,1.167142,1940
2,km,143.402000,3,0.832267,0.103528,0.603918,0.744272,0.816688,0.903583,1.168739,784
2,km,143.402000,4,115.861125,93.014566,7.850489,57.228526,100.711933,150.579961,429.659562,26
2,km,143.402000,5,0.819842,0.454508,0.251559,0.453821,0.737055,1.086402,2.985985,1676
2,km,143.402000,6,0.886279,0.133107,0.628924,0.776558,0.858972,0.983189,1.233462,720
2,km,143.402000,7,29.384688,19.820873,2.084817,15.464944,26.983519,36.068406,86.252977,167
2,km,143.402000,8,2.663583,1.371944,0.853524,1.501244,2.443406,3.459711,6.340279,903
2,km,143.402000,9,0.750656,0.087559,0.548192,0.671854,0.731498,0.811990,0.991578,819
2,km,143.402000,10,11.497879,8.473574,1.417757,4.697301,9.849219,14.186915,35.819257,415
2,km,143.402000,11,0.732499,0.090043,0.476788,0.655410,0.725042,0.796859,0.974530,946
2,km,143.402000,12,66.481980,36.345658,4.274940,41.159347,66.462666,86.165862,158.209896,58
2,km,143.402000,13,0.722255,0.098879,0.471488,0.645954,0.708256,0.796393,0.971633,1093
2,km,143.402000,14,1.739867,0.734440,0.768544,1.153305,1.593889,2.112256,3.661465,983
2,km,143.402000,15,4.998822,3.299880,1.063296,2.371052,4.364683,6.063888,14.243630,719
2,km,143.402000,16,1.262024,0.370938,0.715898,0.954616,1.173114,1.476584,2.285044,934
2,km,143.402000,17,0.789882,0.092855,0.562826,0.717680,0.779846,0.858789,1.047623,771
2,km,143.402000,18,1.014164,0.209175,0.670559,0.850291,0.971949,1.127511,1.607148,815
2,km,143.402000,19,0.723800,0.156759,0.383464,0.586182,0.695077,0.848416,1.094286,1683
2,bkm,52.393000,0,19.442131,11.125946,5.195788,11.378083,15.380536,29.967482,43.376815,17
2,bkm,52.393000,1,1.410366,0.785917,0.320286,0.744772,1.354295,1.985326,4.630272,4256
2,bkm,52.393000,2,7.927112,4.074315,1.645269,4.312333,7.879862,11.216731,17.583186,179
2,bkm,52.393000,3,12.323780,7.285835,2.671581,5.291003,11.550607,18.645567,27.055534,29
2,bkm,52.393000,4,3.739467,1.909147,1.061515,2.078706,3.422864,5.181599,8.875758,573
2,bkm,52.393000,5,15.843868,1.513019,13.709633,15.280917,15.838654,16.401606,17.988533,4
2,bkm,52.393000,6,1.500064,0.626848,0.508793,0.907156,1.422678,2.022049,2.866961,3676
2,bkm,52.393000,7,18.562512,8.810413,6.368954,10.410992,18.206272,22.816567,38.353067,20
2,bkm,52.393000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,bkm,52.393000,9,2.168576,0.962751,0.735565,1.283549,2.086948,2.934331,4.511917,1549
2,bkm,52.393000,10,1.369237,0.603921,0.374524,0.815679,1.331555,1.896305,2.541657,4538
2,bkm,52.393000,11,33.414205,18.484242,5.578472,23.950271,34.624954,42.750863,74.094543,13
2,bkm,52.393000,12,11.478162,4.493666,0.000000,10.032102,12.209916,14.524476,16.350200,10
2,bkm,52.393000,13,2.795602,1.312669,0.870518,1.711775,2.604394,3.725831,5.927588,952
2,bkm,52.393000,14,11.659914,6.458299,1.879711,6.677905,11.284326,16.914102,28.649998,107
2,bkm,52.393000,15,43.560639,14.972813,18.978236,33.246294,48.725790,52.334940,62.923466,10
2,bkm,52.393000,16,17.531143,9.804455,4.904006,8.958037,15.487212,25.876515,34.165374,14
2,bkm,52.393000,17,1.777454,0.749560,0.660246,1.114625,1.735645,2.398752,3.509667,2518
2,bkm,52.393000,18,5.208778,2.768224,1.262077,2.454275,5.026914,7.451002,11.828918,316
2,bkm,52.393000,19,13.999607,8.948307,1.780366,4.884089,12.291455,22.691115,28.962953,46
2,skm,5.557000,0,0.527738,0.238934,0.203364,0.332625,0.494316,0.668376,1.694730,445
2,skm,5.557000,1,0.438311,0.128587,0.268516,0.339332,0.400334,0.491564,0.796115,679
2,skm,5.557000,2,0.391970,0.042998,0.272501,0.356255,0.391459,0.427504,0.493442,428
2,skm,5.557000,3,0.422007,0.038873,0.305151,0.390354,0.415310,0.446514,0.536160,414
2,skm,5.557000,4,0.480067,0.089732,0.309964,0.406323,0.449756,0.533550,0.717765,783
2,skm,5.557000,5,0.299681,0.299681,0.000000,0.149841,0.299681,0.449522,0.599362,2
2,skm,5.557000,6,0.505969,0.079058,0.346832,0.442167,0.485715,0.553509,0.765306,855
2,skm,5.557000,7,0.507527,0.052829,0.366912,0.470399,0.503398,0.541567,0.838078,704
2,skm,5.557000,8,0.407311,0.288022,0.000000,0.304048,0.608097,0.610966,0.613836,3
2,skm,5.557000,9,0.541534,0.064792,0.381827,0.493724,0.533588,0.581316,0.751526,800
2,skm,5.557000,10,0.661656,0.068614,0.000000,0.629463,0.658933,0.703114,0.768515,178
2,skm,5.557000,11,0.578363,0.067465,0.385504,0.530904,0.572536,0.627725,0.779523,897
2,skm,5.557000,12,0.679355,0.054719,0.360345,0.641515,0.674950,0.712971,0.822336,490
2,skm,5.557000,13,0.615861,0.071735,0.454852,0.561223,0.608627,0.664704,0.860230,929
2,skm,5.557000,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,16,0.620029,0.255406,0.000000,0.684057,0.713998,0.740412,0.777269,7
2,skm,5.557000,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,20,0.663863,0.064804,0.503008,0.614298,0.660850,0.713852,0.890245,801
2,skm,5.557000,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,22,0.688269,0.071611,0.502150,0.631545,0.679813,0.736687,0.909895,833
2,skm,5.557000,23,0.629798,0.317339,0.000000,0.756994,0.763797,0.765081,0.863120,5
2,skm,5.557000,24,0.757177,0.187210,0.000000,0.758100,0.776961,0.817262,0.930828,19
2,skm,5.557000,25,0.443932,0.443932,0.000000,0.221966,0.443932,0.665899,0.887865,2
2,skm,5.557000,26,0.718027,0.068099,0.520576,0.666719,0.712805,0.762326,0.898016,701
2,skm,5.557000,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,29,0.724684,0.066951,0.555462,0.665648,0.713614,0.767689,0.925737,610
2,skm,5.557000,30,0.769938,0.080514,0.586700,0.707321,0.750196,0.812646,1.095931,635
2,skm,5.557000,31,0.845228,0.269599,0.000000,0.898716,0.925247,0.951896,0.993335,11
2,skm,5.557000,32,0.429786,0.429786,0.000000,0.214893,0.429786,0.644679,0.859572,2
2,skm,5.557000,33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,34,0.785447,0.078081,0.598917,0.722233,0.783471,0.839504,1.060859,585
2,skm,5.557000,35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,40,0.795102,0.070464,0.617354,0.741289,0.790825,0.843421,1.007644,502
2,skm,5.557000,41,0.392438,0.392438,0.000000,0.196219,0.392438,0.588657,0.784876,2
2,skm,5.557000,42,0.830106,0.084404,0.614611,0.758946,0.817286,0.884756,1.070780,498
2,skm,5.557000,43,0.860667,0.092054,0.650974,0.793984,0.843153,0.918241,1.142345,522
2,skm,5.557000,44,0.914223,0.082656,0.713950,0.853265,0.904774,0.965923,1.127506,303
2,skm,5.557000,45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,48,0.847917,0.069200,0.664183,0.798208,0.843454,0.891863,1.051725,257
2,skm,5.557000,49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,52,0.896704,0.073516,0.698796,0.830323,0.883918,0.924697,1.097780,199
2,skm,5.557000,53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,54,0.898077,0.080492,0.709929,0.839532,0.881474,0.941195,1.273861,263
2,skm,5.557000,55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,57,0.946846,0.090425,0.700039,0.880811,0.934948,1.000191,1.207934,274
2,skm,5.557000,58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,61,0.991310,0.096239,0.759912,0.921020,0.976926,1.054517,1.265361,287
2,skm,5.557000,62,1.078823,0.181826,0.783302,0.941919,1.039447,1.176126,1.666128,366
2,skm,5.557000,63,1.179376,0.185319,0.832444,1.013624,1.151543,1.332406,1.649686,351
2,skm,5.557000,64,1.329027,0.135646,0.682226,1.259838,1.329460,1.424901,1.612291,144
2,skm,5.557000,65,0.649120,0.649120,0.000000,0.324560,0.649120,0.973680,1.298240,2
2,skm,5.557000,66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,67,1.140723,0.146237,0.839264,1.022484,1.109029,1.216235,1.639730,234
2,skm,5.557000,68,0.630664,0.630664,0.000000,0.315332,0.630664,0.945995,1.261327,2
2,skm,5.557000,69,1.222625,0.162661,0.855044,1.071390,1.184095,1.334671,1.728268,197
2,skm,5.557000,70,1.394444,0.150440,0.758713,1.335876,1.407960,1.485058,1.634571,69
2,skm,5.557000,71,1.399731,0.311130,0.000000,1.393999,1.454565,1.518544,1.632028,23
2,skm,5.557000,72,1.261719,0.146443,0.951594,1.145904,1.247929,1.364432,1.594315,189
2,skm,5.557000,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,74,1.442401,0.294951,0.968447,1.243674,1.363220,1.581465,2.252738,190
2,skm,5.557000,75,1.545533,0.332365,1.039142,1.264888,1.482645,1.808950,2.236403,145
2,skm,5.557000,76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,77,1.446337,0.177329,0.937907,1.352631,1.438833,1.532656,1.951923,62
2,skm,5.557000,78,1.506804,0.424694,0.000000,1.555773,1.620363,1.663974,1.781622,14
2,skm,5.557000,79,1.301599,0.655068,0.000000,1.499631,1.606241,1.689998,1.712124,5
2,skm,5.557000,80,1.371699,0.181587,1.049598,1.237183,1.368401,1.486321,1.892913,94
2,skm,5.557000,81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,82,0.777092,0.777092,0.000000,0.388546,0.777092,1.165638,1.554184,2
2,skm,5.557000,83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2,skm,5.557000,84,1.533604,0.188475,1.138059,1.390774,1.511532,1.635894,2.009861,79
